date,Carrots,Cabbages,Tomatoes,Import Red Onions,Import Big Onions,Import Potatoes,Import Chillies,Average Exchange Rate,Import Fuel Price
2023-11-30,280.0,350.0,400.0,,250.0,200.0,1150.0,328.25,99.98
2023-12-01,280.0,300.0,400.0,,250.0,200.0,1150.0,326.74,97.62
2023-12-04,280.0,400.0,650.0,,280.0,230.0,1150.0,326.74,97.62
2023-12-05,350.0,450.0,650.0,,280.0,230.0,1150.0,326.74,97.62
2023-12-06,350.0,450.0,600.0,,280.0,230.0,1150.0,326.74,97.62
2023-12-07,400.0,450.0,550.0,,280.0,230.0,1150.0,326.74,97.62
2023-12-08,360.0,450.0,550.0,,280.0,230.0,1150.0,326.74,97.62
2023-12-11,360.0,420.0,550.0,,380.0,220.0,1150.0,326.74,97.62
2023-12-12,360.0,420.0,550.0,,430.0,220.0,1150.0,326.74,97.62
2023-12-13,400.0,420.0,600.0,,440.0,220.0,1150.0,326.74,97.62
2023-12-14,360.0,400.0,600.0,,460.0,220.0,1150.0,326.74,97.62
2023-12-15,420.0,400.0,550.0,,460.0,220.0,1150.0,326.74,97.62
2023-12-18,400.0,370.0,550.0,,460.0,220.0,1150.0,326.74,97.62
2023-12-19,370.0,370.0,575.0,,525.0,240.0,1100.0,326.74,97.62
2023-12-20,370.0,400.0,650.0,,525.0,240.0,1100.0,326.74,97.62
2023-12-21,400.0,400.0,650.0,,525.0,240.0,1100.0,326.74,97.62
2023-12-22,400.0,400.0,700.0,,450.0,240.0,1100.0,326.74,97.62
2023-12-25,,,,,,,,326.74,97.62
2023-12-26,,,,,,,,326.74,97.62
2023-12-27,650.0,500.0,400.0,,475.0,200.0,1100.0,326.74,97.62
2023-12-28,600.0,500.0,450.0,,475.0,200.0,1100.0,326.74,97.62
2023-12-29,600.0,500.0,450.0,,475.0,200.0,1100.0,326.74,97.62
2024-01-01,,,,,,,,321.17,91.48
2024-01-02,750.0,550.0,700.0,,450.0,160.0,1100.0,321.17,91.48
2024-01-03,750.0,500.0,700.0,550.0,450.0,160.0,1100.0,321.17,91.48
2024-01-04,800.0,450.0,600.0,550.0,450.0,160.0,1100.0,321.17,91.48
2024-01-05,750.0,480.0,600.0,550.0,450.0,160.0,1100.0,321.17,91.48
2024-01-08,950.0,480.0,400.0,450.0,500.0,160.0,1100.0,321.17,91.48
2024-01-09,900.0,480.0,400.0,350.0,500.0,160.0,1100.0,321.17,91.48
2024-01-10,1000.0,500.0,400.0,400.0,487.0,180.0,1100.0,321.17,91.48
2024-01-11,1000.0,550.0,400.0,400.0,487.0,180.0,1100.0,321.17,91.48
2024-01-12,1000.0,550.0,500.0,400.0,487.0,180.0,1100.0,321.17,91.48
2024-01-15,,,,,,,,321.17,91.48
2024-01-16,1900.0,750.0,350.0,450.0,450.0,180.0,1100.0,321.17,91.48
2024-01-17,2100.0,750.0,400.0,450.0,430.0,180.0,1100.0,321.17,91.48
2024-01-18,2000.0,750.0,400.0,450.0,430.0,180.0,1100.0,321.17,91.48
2024-01-19,1900.0,700.0,350.0,450.0,415.0,180.0,1100.0,321.17,91.48
2024-01-22,1100.0,550.0,600.0,450.0,430.0,220.0,1100.0,321.17,91.48
2024-01-23,1100.0,550.0,600.0,450.0,430.0,220.0,1100.0,321.17,91.48
2024-01-24,1300.0,650.0,650.0,450.0,420.0,220.0,1100.0,321.17,91.48
2024-01-25,,,,,,,,321.17,91.48
2024-01-26,1600.0,600.0,650.0,450.0,440.0,230.0,1100.0,321.17,91.48
2024-01-29,1500.0,650.0,700.0,450.0,400.0,250.0,1100.0,321.17,91.48
2024-01-30,1400.0,650.0,700.0,450.0,400.0,250.0,1100.0,321.17,91.48
2024-01-31,1400.0,650.0,700.0,450.0,400.0,250.0,1100.0,321.17,91.48
2024-02-01,1200.0,600.0,650.0,450.0,400.0,250.0,1100.0,312.58,81.33
2024-02-02,1100.0,550.0,600.0,450.0,400.0,250.0,1100.0,312.58,81.33
2024-02-05,1100.0,450.0,650.0,450.0,380.0,250.0,1100.0,312.58,81.33
2024-02-06,1100.0,450.0,700.0,450.0,370.0,130.0,1100.0,312.58,81.33
2024-02-07,1100.0,430.0,700.0,290.0,370.0,135.0,1000.0,312.58,81.33
2024-02-08,900.0,430.0,750.0,290.0,370.0,135.0,1000.0,312.58,81.33
2024-02-09,800.0,450.0,750.0,290.0,370.0,135.0,1000.0,312.58,81.33
2024-02-12,800.0,450.0,800.0,290.0,400.0,150.0,1000.0,312.58,81.33
2024-02-13,800.0,450.0,850.0,290.0,400.0,150.0,1000.0,312.58,81.33
2024-02-14,800.0,450.0,750.0,290.0,420.0,150.0,1000.0,312.58,81.33
2024-02-15,700.0,450.0,750.0,290.0,400.0,140.0,1000.0,312.58,81.33
2024-02-16,500.0,450.0,800.0,290.0,400.0,140.0,1000.0,312.58,81.33
2024-02-19,450.0,450.0,950.0,290.0,430.0,150.0,1000.0,312.58,81.33
2024-02-20,480.0,450.0,950.0,290.0,430.0,150.0,1000.0,312.58,81.33
2024-02-21,480.0,450.0,800.0,290.0,440.0,150.0,1000.0,312.58,81.33
2024-02-22,480.0,450.0,700.0,290.0,475.0,150.0,1000.0,312.58,81.33
2024-02-23,,,,,,,,312.58,81.33
2024-02-26,450.0,400.0,600.0,290.0,450.0,140.0,1000.0,312.58,81.33
2024-02-27,470.0,400.0,600.0,290.0,450.0,140.0,1000.0,312.58,81.33
2024-02-28,450.0,380.0,630.0,290.0,450.0,140.0,1000.0,312.58,81.33
2024-02-29,500.0,450.0,630.0,300.0,450.0,140.0,1000.0,312.58,81.33
2024-03-01,500.0,400.0,600.0,300.0,450.0,140.0,1000.0,305.66,82.76
2024-03-04,370.0,350.0,550.0,270.0,400.0,180.0,1000.0,305.66,82.76
2024-03-05,350.0,350.0,500.0,270.0,400.0,180.0,1000.0,305.66,82.76
2024-03-06,350.0,350.0,350.0,300.0,400.0,180.0,1000.0,305.66,82.76
2024-03-07,350.0,400.0,350.0,300.0,400.0,180.0,1000.0,305.66,82.76
2024-03-08,,,,,,,,305.66,82.76
2024-03-11,500.0,480.0,400.0,400.0,775.0,220.0,1000.0,305.66,82.76
2024-03-12,400.0,500.0,400.0,400.0,700.0,220.0,1000.0,305.66,82.76
2024-03-13,420.0,530.0,400.0,400.0,700.0,220.0,1000.0,305.66,82.76
2024-03-14,450.0,530.0,350.0,350.0,600.0,220.0,1000.0,305.66,82.76
2024-03-15,370.0,530.0,350.0,350.0,600.0,220.0,1000.0,305.66,82.76
2024-03-18,300.0,530.0,250.0,350.0,580.0,220.0,1000.0,305.66,82.76
2024-03-19,300.0,380.0,250.0,350.0,550.0,220.0,1000.0,305.66,82.76
2024-03-20,300.0,350.0,250.0,300.0,520.0,220.0,850.0,305.66,82.76
2024-03-21,350.0,350.0,250.0,300.0,520.0,220.0,850.0,305.66,82.76
2024-03-22,350.0,250.0,250.0,300.0,520.0,200.0,850.0,305.66,82.76
2024-03-25,350.0,300.0,250.0,300.0,520.0,200.0,850.0,305.66,82.76
2024-03-26,330.0,300.0,250.0,250.0,600.0,200.0,850.0,305.66,82.76
2024-03-27,330.0,250.0,200.0,250.0,600.0,200.0,850.0,305.66,82.76
2024-03-28,300.0,250.0,200.0,250.0,600.0,200.0,850.0,305.66,82.76
2024-03-29,,,,,,,,305.66,82.76
2024-04-01,300.0,200.0,180.0,200.0,580.0,200.0,850.0,299.42,86.0
2024-04-02,280.0,200.0,180.0,230.0,580.0,200.0,850.0,299.42,86.0
2024-04-03,380.0,200.0,150.0,250.0,580.0,200.0,850.0,299.42,86.0
2024-04-04,350.0,220.0,150.0,300.0,600.0,220.0,850.0,299.42,86.0
2024-04-05,300.0,220.0,130.0,300.0,630.0,220.0,850.0,299.42,86.0
2024-04-08,280.0,200.0,200.0,370.0,575.0,180.0,850.0,299.42,86.0
2024-04-09,280.0,200.0,200.0,370.0,495.0,180.0,850.0,299.42,86.0
2024-04-10,250.0,200.0,200.0,430.0,508.0,180.0,850.0,299.42,86.0
2024-04-11,,,,,,,,299.42,86.0
2024-04-12,,,,,,,,299.42,86.0
2024-04-15,330.0,280.0,150.0,,450.0,170.0,780.0,299.42,86.0
2024-04-16,330.0,230.0,150.0,,520.0,220.0,850.0,299.42,86.0
2024-04-17,280.0,200.0,100.0,,540.0,200.0,850.0,299.42,86.0
2024-04-18,250.0,200.0,100.0,,540.0,200.0,850.0,299.42,86.0
2024-04-19,250.0,200.0,100.0,,540.0,200.0,850.0,299.42,86.0
2024-04-22,230.0,150.0,100.0,300.0,500.0,180.0,850.0,299.42,86.0
2024-04-23,,,,,,,,299.42,86.0
2024-04-24,250.0,180.0,100.0,300.0,600.0,180.0,850.0,299.42,86.0
2024-04-25,250.0,180.0,100.0,300.0,583.0,180.0,850.0,299.42,86.0
2024-04-26,230.0,150.0,100.0,300.0,593.0,180.0,850.0,299.42,86.0
2024-04-29,230.0,150.0,100.0,,560.0,200.0,850.0,299.42,86.0
2024-04-30,200.0,120.0,100.0,,520.0,200.0,850.0,299.42,86.0
2024-05-01,,,,,,,,299.69,88.49
2024-05-02,180.0,120.0,100.0,,480.0,200.0,850.0,299.69,88.49
2024-05-03,180.0,120.0,100.0,,420.0,200.0,850.0,299.69,88.49
2024-05-06,180.0,150.0,100.0,,260.0,200.0,850.0,299.69,88.49
2024-05-07,180.0,150.0,100.0,,250.0,200.0,850.0,299.69,88.49
2024-05-08,180.0,180.0,80.0,,173.0,200.0,850.0,299.69,88.49
2024-05-09,180.0,150.0,80.0,,163.0,180.0,800.0,299.69,88.49
2024-05-10,170.0,150.0,80.0,,163.0,180.0,800.0,299.69,88.49
2024-05-13,200.0,150.0,100.0,,157.0,180.0,800.0,299.69,88.49
2024-05-14,150.0,100.0,100.0,,157.0,180.0,800.0,299.69,88.49
2024-05-15,150.0,100.0,120.0,,185.0,180.0,800.0,299.69,88.49
2024-05-16,150.0,100.0,120.0,,185.0,180.0,800.0,299.69,88.49
2024-05-17,170.0,130.0,120.0,,185.0,180.0,800.0,299.69,88.49
2024-05-20,150.0,100.0,230.0,,197.0,180.0,800.0,299.69,88.49
2024-05-21,180.0,100.0,180.0,,197.0,180.0,800.0,299.69,88.49
2024-05-22,230.0,100.0,180.0,,180.0,180.0,800.0,299.69,88.49
2024-05-23,,,,,,,,299.69,88.49
2024-05-24,,,,,,,,299.69,88.49
2024-05-27,170.0,130.0,180.0,,180.0,200.0,800.0,299.69,88.49
2024-05-28,200.0,100.0,180.0,,180.0,200.0,800.0,299.69,88.49
2024-05-29,200.0,100.0,180.0,,190.0,200.0,800.0,299.69,88.49
2024-05-30,200.0,120.0,180.0,420.0,190.0,200.0,800.0,299.69,88.49
2024-05-31,180.0,100.0,180.0,420.0,200.0,200.0,800.0,299.69,88.49
2024-06-03,180.0,100.0,180.0,420.0,200.0,200.0,800.0,303.81,92.88
2024-06-04,170.0,120.0,200.0,420.0,187.0,200.0,800.0,303.81,92.88
2024-06-05,200.0,120.0,200.0,420.0,187.0,200.0,800.0,303.81,92.88
2024-06-06,200.0,120.0,200.0,420.0,187.0,200.0,800.0,303.81,92.88
2024-06-07,200.0,120.0,270.0,420.0,187.0,200.0,800.0,303.81,92.88
2024-06-10,350.0,150.0,400.0,420.0,190.0,220.0,850.0,303.81,92.88
2024-06-11,350.0,150.0,450.0,420.0,190.0,220.0,850.0,303.81,92.88
2024-06-12,400.0,150.0,470.0,480.0,193.0,230.0,850.0,303.81,92.88
2024-06-13,350.0,150.0,470.0,480.0,193.0,230.0,850.0,303.81,92.88
2024-06-14,350.0,170.0,470.0,480.0,193.0,230.0,850.0,303.81,92.88
2024-06-17,,,,,,,,303.81,92.88
2024-06-18,330.0,170.0,450.0,500.0,193.0,230.0,850.0,303.81,92.88
2024-06-19,370.0,170.0,450.0,500.0,193.0,230.0,850.0,303.81,92.88
2024-06-20,450.0,200.0,600.0,500.0,193.0,230.0,850.0,303.81,92.88
2024-06-21,,,,,,,,303.81,92.88
2024-06-24,450.0,250.0,550.0,500.0,260.0,230.0,850.0,303.81,92.88
2024-06-25,450.0,250.0,600.0,500.0,260.0,230.0,850.0,303.81,92.88
2024-06-26,500.0,250.0,600.0,500.0,260.0,230.0,850.0,303.81,92.88
2024-06-27,450.0,250.0,600.0,500.0,260.0,230.0,850.0,303.81,92.88
2024-06-28,430.0,250.0,600.0,500.0,260.0,230.0,850.0,303.81,92.88
2024-07-01,400.0,250.0,600.0,500.0,260.0,220.0,850.0,303.76,87.57
2024-07-02,450.0,230.0,450.0,500.0,260.0,230.0,850.0,303.76,87.57
2024-07-03,480.0,230.0,350.0,500.0,260.0,230.0,850.0,303.76,87.57
2024-07-04,400.0,230.0,350.0,480.0,260.0,230.0,850.0,303.76,87.57
2024-07-05,400.0,230.0,350.0,480.0,260.0,230.0,850.0,303.76,87.57
2024-07-08,350.0,250.0,300.0,480.0,260.0,230.0,850.0,303.76,87.57
2024-07-09,350.0,250.0,250.0,480.0,260.0,230.0,850.0,303.76,87.57
2024-07-10,350.0,280.0,280.0,480.0,260.0,260.0,850.0,303.76,87.57
2024-07-11,400.0,280.0,280.0,430.0,235.0,280.0,850.0,303.76,87.57
2024-07-12,380.0,280.0,280.0,430.0,235.0,280.0,850.0,303.76,87.57
2024-07-15,400.0,250.0,400.0,430.0,235.0,307.0,850.0,303.76,87.57
2024-07-16,400.0,300.0,400.0,430.0,235.0,280.0,850.0,303.76,87.57
2024-07-17,400.0,280.0,400.0,430.0,240.0,280.0,850.0,303.76,87.57
2024-07-18,320.0,300.0,400.0,370.0,280.0,280.0,850.0,303.76,87.57
2024-07-19,300.0,300.0,400.0,370.0,280.0,280.0,850.0,303.76,87.57
2024-07-22,450.0,300.0,400.0,,260.0,280.0,850.0,303.76,87.57
2024-07-23,470.0,300.0,400.0,320.0,280.0,280.0,850.0,303.76,87.57
2024-07-24,450.0,380.0,350.0,350.0,260.0,280.0,850.0,303.76,87.57
2024-07-25,400.0,380.0,300.0,350.0,240.0,280.0,850.0,303.76,87.57
2024-07-26,400.0,400.0,300.0,350.0,240.0,270.0,850.0,303.76,87.57
2024-07-29,350.0,350.0,250.0,400.0,240.0,270.0,850.0,303.76,87.57
2024-07-30,320.0,320.0,250.0,400.0,240.0,270.0,850.0,303.76,87.57
2024-07-31,350.0,350.0,250.0,400.0,240.0,250.0,850.0,303.76,87.57
2024-08-01,320.0,370.0,250.0,400.0,220.0,250.0,850.0,300.67,
2024-08-02,350.0,350.0,230.0,400.0,220.0,250.0,850.0,300.67,
2024-08-05,350.0,320.0,250.0,400.0,220.0,270.0,850.0,300.67,
2024-08-06,370.0,330.0,270.0,400.0,220.0,270.0,850.0,300.67,
2024-08-07,300.0,350.0,270.0,400.0,220.0,270.0,850.0,300.67,
2024-08-08,280.0,300.0,250.0,400.0,220.0,270.0,850.0,300.67,
2024-08-09,250.0,300.0,250.0,400.0,220.0,270.0,850.0,300.67,
2024-08-12,300.0,270.0,250.0,400.0,220.0,270.0,850.0,300.67,
2024-08-13,300.0,270.0,200.0,400.0,245.0,270.0,850.0,300.67,
2024-08-14,300.0,270.0,250.0,375.0,240.0,250.0,850.0,300.67,
2024-08-15,250.0,250.0,250.0,,213.0,250.0,850.0,300.67,
2024-08-16,250.0,250.0,200.0,,220.0,260.0,850.0,300.67,
2024-08-19,,,,,,,,300.67,
2024-08-20,250.0,250.0,200.0,,220.0,260.0,850.0,300.67,
2024-08-21,230.0,230.0,200.0,,220.0,230.0,850.0,300.67,
2024-08-22,230.0,220.0,180.0,,250.0,230.0,850.0,300.67,
2024-08-23,230.0,240.0,180.0,,240.0,230.0,850.0,300.67,
2024-08-26,200.0,220.0,200.0,,265.0,200.0,850.0,300.67,
2024-08-27,230.0,230.0,200.0,,265.0,200.0,850.0,300.67,
2024-08-28,230.0,230.0,200.0,,265.0,200.0,850.0,300.67,
2024-08-29,250.0,230.0,230.0,,265.0,200.0,850.0,300.67,
2024-08-30,230.0,200.0,200.0,,260.0,200.0,850.0,300.67,
2024-09-02,250.0,250.0,200.0,,260.0,200.0,850.0,301.15,87.38
2024-09-03,250.0,250.0,200.0,,260.0,200.0,850.0,301.15,87.38
2024-09-04,230.0,270.0,200.0,,260.0,190.0,850.0,301.15,87.38
2024-09-05,230.0,270.0,200.0,,255.0,200.0,860.0,301.15,87.38
2024-09-06,230.0,270.0,180.0,,255.0,200.0,860.0,301.15,87.38
2024-09-09,230.0,250.0,180.0,,250.0,200.0,830.0,301.15,87.38
2024-09-10,250.0,230.0,200.0,,255.0,200.0,830.0,301.15,87.38
2024-09-11,230.0,230.0,200.0,,255.0,200.0,830.0,301.15,87.38
2024-09-12,200.0,230.0,230.0,,255.0,200.0,830.0,301.15,87.38
2024-09-13,200.0,230.0,200.0,,255.0,200.0,830.0,301.15,87.38
2024-09-16,,,,,,,,301.15,87.38
2024-09-17,,,,,,,,301.15,87.38
2024-09-18,200.0,230.0,200.0,,260.0,200.0,830.0,301.15,87.38
2024-09-19,200.0,230.0,200.0,,280.0,200.0,830.0,301.15,87.38
2024-09-20,200.0,230.0,200.0,,280.0,200.0,830.0,301.15,87.38
2024-09-23,200.0,250.0,230.0,,285.0,200.0,830.0,301.15,87.38
2024-09-24,230.0,300.0,250.0,,290.0,200.0,830.0,301.15,87.38
2024-09-25,200.0,300.0,230.0,,280.0,200.0,830.0,301.15,87.38
2024-09-26,200.0,250.0,200.0,,275.0,200.0,830.0,301.15,87.38
2024-09-27,150.0,230.0,180.0,,275.0,200.0,830.0,301.15,87.38
2024-09-30,170.0,230.0,300.0,,275.0,200.0,830.0,301.15,87.38
2024-10-01,150.0,230.0,300.0,,275.0,200.0,830.0,293.79,81.75
2024-10-02,150.0,200.0,300.0,,250.0,200.0,830.0,293.79,81.75
2024-10-03,150.0,220.0,280.0,,250.0,200.0,830.0,293.79,81.75
2024-10-04,150.0,200.0,250.0,,250.0,200.0,830.0,293.79,81.75
2024-10-07,180.0,180.0,300.0,,250.0,200.0,830.0,293.79,81.75
2024-10-08,150.0,180.0,280.0,,270.0,200.0,830.0,293.79,81.75
2024-10-09,170.0,200.0,300.0,,270.0,200.0,830.0,293.79,81.75
2024-10-10,150.0,170.0,280.0,,260.0,200.0,830.0,293.79,81.75
2024-10-11,130.0,150.0,250.0,,250.0,200.0,830.0,293.79,81.75
2024-10-14,150.0,150.0,350.0,,250.0,200.0,830.0,293.79,81.75
2024-10-15,130.0,130.0,300.0,,250.0,200.0,830.0,293.79,81.75
2024-10-16,120.0,130.0,300.0,,250.0,200.0,830.0,293.79,81.75
2024-10-17,,,,,,,,293.79,81.75
2024-10-18,120.0,130.0,250.0,,250.0,180.0,830.0,293.79,81.75
2024-10-21,150.0,180.0,300.0,,250.0,200.0,830.0,293.79,81.75
2024-10-22,150.0,150.0,250.0,,250.0,200.0,830.0,293.79,81.75
2024-10-23,130.0,150.0,250.0,,250.0,200.0,830.0,293.79,81.75
2024-10-24,130.0,150.0,250.0,,250.0,200.0,830.0,293.79,81.75
2024-10-25,150.0,150.0,250.0,,250.0,200.0,830.0,293.79,81.75
2024-10-28,150.0,170.0,270.0,,250.0,200.0,830.0,293.79,81.75
2024-10-29,140.0,130.0,250.0,,250.0,200.0,830.0,293.79,81.75
2024-10-30,130.0,130.0,250.0,,277.0,200.0,830.0,293.79,81.75
2024-10-31,,,,,,,,293.79,81.75
2024-11-01,150.0,150.0,250.0,,277.0,200.0,830.0,292.01,76.72
2024-11-04,130.0,130.0,250.0,,277.0,200.0,830.0,292.01,76.72
2024-11-05,130.0,100.0,230.0,,277.0,200.0,830.0,292.01,76.72
2024-11-06,100.0,100.0,230.0,,277.0,200.0,830.0,292.01,76.72
2024-11-07,130.0,120.0,230.0,,277.0,200.0,830.0,292.01,76.72
2024-11-08,150.0,120.0,230.0,,277.0,205.0,830.0,292.01,76.72
2024-11-11,140.0,100.0,300.0,,287.0,205.0,830.0,292.01,76.72
2024-11-12,160.0,130.0,300.0,,287.0,205.0,830.0,292.01,76.72
2024-11-13,150.0,100.0,300.0,,290.0,205.0,830.0,292.01,76.72
2024-11-14,130.0,100.0,250.0,,293.0,205.0,830.0,292.01,76.72
2024-11-15,,,,,,,,292.01,76.72
2024-11-18,130.0,100.0,250.0,,300.0,205.0,830.0,292.01,76.72
2024-11-19,120.0,100.0,250.0,,300.0,205.0,830.0,292.01,76.72
2024-11-20,120.0,100.0,250.0,,400.0,200.0,830.0,292.01,76.72
2024-11-21,120.0,80.0,250.0,,320.0,200.0,830.0,292.01,76.72
2024-11-22,120.0,80.0,250.0,,320.0,200.0,830.0,292.01,76.72
2024-11-25,150.0,100.0,280.0,,320.0,215.0,830.0,292.01,76.72
2024-11-26,180.0,100.0,280.0,,320.0,215.0,830.0,292.01,76.72
2024-11-27,180.0,130.0,300.0,,320.0,215.0,830.0,292.01,76.72
2024-11-28,170.0,150.0,300.0,,330.0,215.0,830.0,292.01,76.72
2024-11-29,200.0,130.0,300.0,,330.0,215.0,830.0,292.01,76.72
2024-12-02,200.0,130.0,320.0,,315.0,215.0,830.0,291.68,77.5
2024-12-03,150.0,150.0,300.0,380.0,330.0,250.0,830.0,291.68,77.5
2024-12-04,150.0,130.0,250.0,380.0,297.0,250.0,830.0,291.68,77.5
2024-12-05,150.0,130.0,250.0,420.0,330.0,250.0,800.0,291.68,77.5
2024-12-06,130.0,100.0,250.0,420.0,330.0,250.0,800.0,291.68,77.5
2024-12-09,180.0,130.0,300.0,400.0,290.0,285.0,800.0,291.68,77.5
2024-12-10,200.0,150.0,280.0,400.0,290.0,285.0,800.0,291.68,77.5
2024-12-11,180.0,230.0,280.0,400.0,267.0,285.0,800.0,291.68,77.5
2024-12-12,200.0,230.0,250.0,400.0,267.0,285.0,800.0,291.68,77.5
2024-12-13,230.0,250.0,250.0,400.0,267.0,285.0,800.0,291.68,77.5
2024-12-16,200.0,300.0,400.0,400.0,267.0,280.0,800.0,291.68,77.5
2024-12-17,180.0,250.0,480.0,450.0,267.0,260.0,800.0,291.68,77.5
2024-12-18,200.0,250.0,550.0,400.0,240.0,260.0,800.0,291.68,77.5
2024-12-19,180.0,200.0,550.0,400.0,240.0,260.0,800.0,291.68,77.5
2024-12-20,200.0,200.0,530.0,400.0,240.0,260.0,800.0,291.68,77.5
2024-12-23,200.0,200.0,450.0,400.0,240.0,230.0,900.0,291.68,77.5
2024-12-24,200.0,200.0,350.0,400.0,240.0,260.0,900.0,291.68,77.5
2024-12-25,,,,,,,,291.68,77.5
2024-12-26,200.0,200.0,300.0,400.0,227.0,250.0,900.0,291.68,77.5
2024-12-27,180.0,200.0,330.0,400.0,183.0,230.0,900.0,291.68,77.5
2024-12-30,250.0,200.0,300.0,400.0,190.0,230.0,900.0,291.68,77.5
2024-12-31,300.0,180.0,300.0,400.0,183.0,240.0,900.0,291.68,77.5
2025-01-01,250.0,150.0,250.0,400.0,183.0,240.0,900.0,296.18,76.14
2025-01-02,250.0,180.0,250.0,400.0,183.0,240.0,900.0,296.18,76.14
2025-01-03,300.0,220.0,450.0,450.0,203.0,230.0,900.0,296.18,76.14
2025-01-06,230.0,200.0,400.0,480.0,225.0,230.0,900.0,296.18,76.14
2025-01-07,300.0,200.0,350.0,480.0,225.0,220.0,900.0,296.18,76.14
2025-01-08,250.0,180.0,300.0,480.0,220.0,220.0,900.0,296.18,76.14
2025-01-09,230.0,180.0,280.0,480.0,210.0,220.0,900.0,296.18,76.14
2025-01-10,250.0,200.0,300.0,480.0,210.0,220.0,900.0,296.18,76.14
2025-01-13,,,,,,,,296.18,76.14
2025-01-14,,,,,,,,296.18,76.14
2025-01-15,300.0,200.0,300.0,480.0,210.0,220.0,900.0,296.18,76.14
2025-01-16,330.0,200.0,300.0,480.0,210.0,220.0,900.0,296.18,76.14
2025-01-17,300.0,200.0,250.0,480.0,210.0,220.0,900.0,296.18,76.14
2025-01-20,300.0,200.0,300.0,486.0,210.0,220.0,900.0,296.18,76.14
2025-01-21,250.0,200.0,300.0,500.0,260.0,240.0,900.0,296.18,76.14
2025-01-22,300.0,200.0,300.0,550.0,300.0,260.0,900.0,296.18,76.14
2025-01-23,300.0,200.0,350.0,550.0,280.0,213.0,900.0,296.18,76.14
2025-01-24,330.0,200.0,350.0,600.0,280.0,213.0,900.0,296.18,76.14
2025-01-27,350.0,200.0,300.0,600.0,260.0,207.0,900.0,296.18,76.14
2025-01-28,350.0,200.0,300.0,550.0,220.0,207.0,900.0,296.18,76.14
2025-01-29,350.0,180.0,300.0,550.0,220.0,210.0,900.0,296.18,76.14
2025-01-30,330.0,180.0,320.0,550.0,220.0,220.0,900.0,296.18,76.14
2025-01-31,350.0,200.0,350.0,550.0,220.0,220.0,900.0,296.18,76.14
2025-02-03,350.0,250.0,300.0,550.0,180.0,210.0,900.0,296.8,76.32
2025-02-04,,,,,,,,296.8,76.32
2025-02-05,500.0,250.0,250.0,550.0,180.0,210.0,900.0,296.8,76.32
2025-02-06,500.0,250.0,250.0,550.0,180.0,200.0,900.0,296.8,76.32
2025-02-07,550.0,250.0,250.0,500.0,180.0,215.0,900.0,296.8,76.32
2025-02-10,700.0,300.0,200.0,425.0,160.0,205.0,900.0,296.8,76.32
2025-02-11,750.0,300.0,250.0,375.0,160.0,205.0,900.0,296.8,76.32
2025-02-12,,,,,,,,296.8,76.32
2025-02-13,700.0,330.0,250.0,390.0,160.0,205.0,900.0,296.8,76.32
2025-02-14,650.0,350.0,200.0,390.0,160.0,200.0,900.0,296.8,76.32
2025-02-17,850.0,350.0,170.0,390.0,160.0,190.0,900.0,296.8,76.32
2025-02-18,850.0,350.0,170.0,390.0,160.0,190.0,900.0,296.8,76.32
2025-02-19,650.0,350.0,170.0,390.0,170.0,190.0,900.0,296.8,76.32
2025-02-20,650.0,370.0,170.0,390.0,160.0,190.0,900.0,296.8,76.32
2025-02-21,650.0,370.0,200.0,390.0,160.0,190.0,900.0,296.8,76.32
2025-02-24,1100.0,350.0,170.0,350.0,150.0,190.0,900.0,296.8,76.32
2025-02-25,1000.0,370.0,170.0,350.0,150.0,190.0,900.0,296.8,76.32
2025-02-26,,,,,,,,296.8,76.32
2025-02-27,700.0,330.0,160.0,350.0,150.0,190.0,900.0,296.8,76.32
2025-02-28,900.0,400.0,200.0,350.0,160.0,190.0,900.0,296.8,76.32
2025-03-03,800.0,400.0,230.0,350.0,150.0,180.0,700.0,295.91,
2025-03-04,800.0,350.0,250.0,350.0,150.0,180.0,700.0,295.91,
2025-03-05,700.0,350.0,250.0,350.0,150.0,180.0,700.0,295.91,
2025-03-06,800.0,300.0,250.0,350.0,150.0,180.0,700.0,295.91,
2025-03-07,800.0,250.0,200.0,350.0,150.0,180.0,700.0,295.91,
2025-03-10,700.0,300.0,200.0,350.0,150.0,180.0,700.0,295.91,
2025-03-11,650.0,350.0,220.0,350.0,150.0,180.0,700.0,295.91,
2025-03-12,700.0,300.0,200.0,350.0,150.0,180.0,700.0,295.91,
2025-03-13,,,,,,,,295.91,
2025-03-14,700.0,300.0,250.0,350.0,150.0,180.0,700.0,295.91,
2025-03-17,550.0,370.0,350.0,350.0,140.0,180.0,700.0,295.91,
2025-03-18,550.0,350.0,350.0,350.0,140.0,180.0,700.0,295.91,
2025-03-19,550.0,250.0,300.0,350.0,140.0,180.0,700.0,295.91,
2025-03-20,450.0,230.0,250.0,350.0,140.0,180.0,700.0,295.91,
2025-03-21,400.0,200.0,200.0,350.0,140.0,180.0,700.0,295.91,
2025-03-24,800.0,250.0,250.0,350.0,140.0,180.0,700.0,295.91,
2025-03-25,700.0,300.0,250.0,350.0,140.0,180.0,700.0,295.91,
2025-03-26,650.0,300.0,250.0,350.0,140.0,160.0,700.0,295.91,
2025-03-27,650.0,330.0,250.0,350.0,140.0,160.0,700.0,295.91,
2025-03-28,600.0,300.0,250.0,350.0,140.0,160.0,700.0,295.91,
